labels,2015,2016,2017,2018,2019,2020,2021,low_shock,high_shock
3738,24112.75,20092.75,22601.5,17128.75,18769.25,18339,19206.5,24112.75,17128.75
3739,23388.75,18852,22565,17520.75,17794.5,17436.5,19824.5,23388.75,17520.75
3740,22201.75,18430.25,22556.25,15701.5,15363.75,15938.75,19289.25,22201.75,15701.5
3741,22391.25,20259.25,22595,14537.25,14372.25,15593,18427.5,22391.25,14537.25
3742,21737,19285.5,20403.5,14110,13949.5,15328.75,17187.75,21737,14110
3743,20526.25,18408.5,19041.25,14044.25,13966,15874.5,16335.75,20526.25,14044.25
3744,19650.25,18246.75,19293.75,13959.5,14044.5,15127.25,16181.25,19650.25,13959.5
3745,19325.75,17824.5,19305.5,13942.5,14095,14981.25,16202,19325.75,13942.5
3746,19011.75,17600,19403.5,13902.5,14048.75,15023.25,16163.5,19011.75,13902.5
3747,19385.5,17858.25,19510,13920,14352,14999.25,16070.75,19385.5,13920
3748,19359,17905.25,20035.75,13936.75,15070.75,14774.75,15751.5,19359,13936.75
3749,18510.75,20314.25,20989.75,14294.25,16509.5,14778.25,15635.25,18510.75,14294.25
3750,19283.5,21646,23840,15325.75,18461.5,14842.5,15441,19283.5,15325.75
3751,19901.25,22882,24252.5,15657.25,19260.25,14471.25,15123.25,19901.25,15657.25
3752,19928.5,21582.5,23279.5,14647,15524.75,14849.75,15353.5,19928.5,14647
3753,19558,20822.75,22602.25,14214.25,15419.25,14583.25,15401.75,19558,14214.25
3754,19861.75,20409,22328.75,14437,15149.5,13974,15868.75,19861.75,14437
3755,19468.5,20128,20652.5,14303,14475.25,13826.5,15975,19468.5,14303
3756,19185.75,19927.75,20712.5,14321.75,14289.5,13825.25,15827.5,19185.75,14321.75
3757,20299.5,20052,20985.75,14682.75,14353.5,13607.25,15870.5,20299.5,14682.75
3758,20216.5,19879.5,20504,14631.25,14528,13746.75,15751,20216.5,14631.25
3759,19964,19902.75,20278,14496.5,14437.25,14654,15909,19964,14496.5
3760,19660.75,20607,20882,15434.75,15657.25,15187.25,15852.5,19660.75,15434.75
3761,20474.5,21782.5,22873,15980.75,17064.5,17593.25,16055.75,20474.5,15980.75
3762,20839,22869.5,22277,16262,19694.25,18118.75,16288.25,20839,16262
3763,21515,22935.25,21676.75,14709.75,20021.5,18423.5,17589,21515,14709.75
3764,21318.75,21824,22892,14373.75,18475.25,18102.25,17800,21318.75,14373.75
3765,21675.25,21387.5,21995.25,14196,16540.5,18197.25,17464.25,21675.25,14196
3766,21794.25,20424,20992.5,14093.25,14689.75,16896.75,16382.75,21794.25,14093.25
3767,20644.25,19389,19531,17166.25,14552.75,15428.5,15783.25,20644.25,17166.25
3768,20377.5,19249.75,19546,14320.75,14532.25,15043.25,15719.5,20377.5,14320.75
3769,19437.25,19053,18906.5,13966.25,14489,14765.25,15744.5,19437.25,13966.25
3770,19288.75,19030.5,18263.5,13949,14471.25,14576,15627,19288.75,13949
3771,19322.25,19063.25,18453.5,13979,14511,14710.75,15616.75,19322.25,13979
3772,18344.5,19228,19763,14001.5,14608,14823,15718.75,18344.5,14001.5
3773,18318.5,21068.75,21301,14792,16020,14631.75,17164.75,18318.5,14792
3774,18602.5,22764.5,21377.25,16154.25,18225.5,14671.25,19185.5,18602.5,16154.25
3775,18890,23616.25,19937.75,17054,18639.25,14583.25,19187.75,18890,17054
3776,19977.75,23311.75,20237,15119.25,15814.75,14549.5,17974.5,19977.75,15119.25
3777,19127.25,21961,19617.25,14469.25,15740.5,15093.25,17197,19127.25,14469.25
3778,19289.75,21651.5,19259.25,14604.25,14597.5,15955.25,16998.75,19289.75,14604.25
3779,19376.5,20992,19294,14347.25,15534.5,15384.5,16639,19376.5,14347.25
3780,18883,20989.75,19091.25,14638.75,14983.5,14825,17145,18883,14638.75
3781,19863.5,21200.75,18264.75,14769.25,14477.75,14817.5,16285,19863.5,14769.25
3782,19709.5,21047.25,18169,14768.25,15020.25,14533,16083.75,19709.5,14768.25
3783,19542.5,21598.5,18785.75,15321.5,15952.75,14736.5,16289.75,19542.5,15321.5
3784,19354.5,22373,19110.25,15231,16788,15007.5,17252.5,19354.5,15231
3785,19990.75,22809.75,20764.5,16628.5,17843,15380.25,17937.75,19990.75,16628.5
3786,20392.25,23156.75,22894,18180.25,17897.5,15800.75,18411.5,20392.25,18180.25
3787,21407.75,22887.5,23809.5,16458.5,16458.75,16685,18747.75,21407.75,16458.5
3788,22109.25,22629.5,22769.25,15053,15562.75,16894.75,17723,22109.25,15053
3789,22125.75,21881.25,22200.75,14572.75,15927,17798.25,16838.25,22125.75,14572.75
3790,20907.75,20848.5,20312.25,14217.75,15536.25,15786,16465.75,20907.75,14217.75
3791,19080.25,20001.25,19697.5,14301.5,14706.5,14722.5,16243.25,19080.25,14301.5
3792,19074.5,19778.75,19090,14493.75,14199.5,14560.75,15989.5,19074.5,14493.75
3793,19060.75,19303.75,19672.25,14425.25,14008,14586.5,15828.5,19060.75,14425.25
3794,19650.25,19288.25,19222.5,14316.5,13021.75,14710,15890.25,19650.25,14316.5
3795,20131.5,19240.5,19775.75,14067.75,12539,14804.75,15828.5,20131.5,14067.75
3796,20686.75,19437.75,20623.5,14094.25,12391.75,14900.75,15896.75,20686.75,14094.25
3797,22788.5,20740,21417.75,15015.5,12573.25,16315.5,16697.5,22788.5,15015.5
3798,24560.75,22437.75,22202,17261.75,12724,17135.75,18663.5,24560.75,17261.75
3799,25007,23129.25,22981.25,18333,12659.5,17259.75,19225.75,25007,18333
3800,24007.75,23184.25,22190.5,16798,12394.75,16970,17519.5,24007.75,16798
3801,24117.5,22444.25,21424,15194.5,12257,15604.5,16354.5,24117.5,15194.5
3802,23094,21888.25,20629.5,14754,12134,16771.25,16018.5,23094,14754
3803,22865,22057,21006.5,14517,11763,17487,16123.5,22865,14517
3804,23247.75,21580,21155.5,14209.25,11635.5,17063.5,16163,23247.75,14209.25
3805,22681.75,21269.25,20992.25,14143.75,11637,16008,15914.5,22681.75,14143.75
3806,22265.75,21139.5,20798.5,14689,11653.25,14898,15956.5,22265.75,14689
3807,22037.75,20750,20728,14439.25,11890.25,15014,15988.25,22037.75,14439.25
3808,22156.75,20935.25,22634.5,14441,12100.5,15190,16462.25,22156.75,14441
3809,22612,21575.75,24503.25,15793.25,13772.75,17005.25,16938.5,22612,15793.25
3810,22799.25,21840.25,25267.75,15966.25,14872.75,17267.75,19567,22799.25,15966.25
3811,23012,21906.25,25137.5,14839,17247.5,17095.75,20936,23012,14839
3812,23387.5,22087.5,25176.5,14256,17855.5,16729.25,19203.25,23387.5,14256
3813,23091,21527,24345,14337.75,16444,15697.75,17371.25,23091,14337.75
3814,22035.75,20475.75,22199.75,14220,13981.75,15180.5,16335.25,22035.75,14220
3815,21167.75,19960.75,21566.75,14328.5,13756.75,15283.25,15871.25,21167.75,14328.5
3816,21139,20240,20705.75,14306.25,13085.75,15071.75,15830.5,21139,14306.25
3817,20666,19765.25,19934.75,14318,13238.75,14932,15866.5,20666,14318
3818,19957.75,19334,19322.75,14266.5,12928.25,14891,15811.25,19957.75,14266.5
3819,20547.25,19620,19453.75,14259.5,12876.75,14938.25,15616.75,20547.25,14259.5
3820,21149.5,20286.25,20433.5,14261.5,12783.5,15120.5,15624.75,21149.5,14261.5
3821,23562.5,22484.75,22042.25,14439.75,12870,15851,16903.5,23562.5,14439.75
3822,25392,24064.75,25001.75,14590.5,13057.75,17366,18366.75,25392,14590.5
3823,25798,24546,26377,15933,13223.25,18727.25,17988,25798,15933
3824,26138.25,24717.75,24263.75,16239.25,13135.5,18327,16225.25,26138.25,16239.25
3825,25793.5,23381.25,22269,14842.25,12924.5,16701.5,15758.25,25793.5,14842.25
3826,26163.25,23049,22129.75,14293.25,13030.75,16566.75,15720.25,26163.25,14293.25
3827,25636,22479.25,22032,14184.5,13487,16962.5,15749,25636,14184.5
3828,25041.5,21850,21062.75,14163.75,12997,15992.25,16378,25041.5,14163.75
3829,24812.75,21680,20283.25,14387.25,13243.25,15460,15934,24812.75,14387.25
3830,25790.75,21348.25,20582.5,14591.25,13245.75,15964.25,16538.5,25790.75,14591.25
3831,25127,20943,20622.75,14855.75,13217.75,15314,16499.5,25127,14855.75
3832,25610,21534.25,21825,15243.5,13530.75,15657.75,16641.25,25610,15243.5
3833,26508.25,22272.5,21613.5,14733,14698.25,17489.5,17287.5,26508.25,14733
3834,24955.5,22885.75,22609.5,16262,15046.75,18263,18699,24955.5,16262
3835,24971.5,22407.5,22221.5,16417,15534.25,17074.25,19725,24971.5,16417
3836,24483.75,22070,21505.25,14939,15747,16168.75,18697.25,24483.75,14939
3837,24509.25,22348.25,21850.75,15583.5,15437,15874.5,17904.5,24509.25,15583.5
3838,23774.5,20946.75,21800.5,15799.5,13804.75,15290.25,16422,23774.5,15799.5
3839,22727.25,19692,21394,14573,13268.5,15164.25,15856,22727.25,14573
3840,20979.25,19032.5,20913.5,14307.75,12957.5,14989.5,15780.75,20979.25,14307.75
3841,20252.75,19278.75,20150.25,14299.75,12995.75,14895.5,15695.75,20252.75,14299.75
3842,20165.75,19012.5,19274,14189.5,13104.5,14891,15805,20165.75,14189.5
3843,21025.75,19160,19091.5,14250,13008.5,14880.75,15808,21025.75,14250
3844,21267,19356.5,19216.75,14169.25,13046.5,15011.75,15762.5,21267,14169.25
3845,23608.25,20720.75,19509.5,14074.25,13206,15626,16521.5,23608.25,14074.25
3846,26079.25,21800,20705,14261.25,13185.25,17409.25,16924.25,26079.25,14261.25
3847,26397.25,21571.75,20121.5,14241.25,13584.25,18227,17652.25,26397.25,14241.25
3848,25048.25,21396.75,19460.75,14172,13770.5,18635.25,16890.5,25048.25,14172
3849,24816,21414.25,19347,14163.75,13199.25,17780,15995,24816,14163.75
3850,25130,20769.75,19819,14258.75,13213.5,18038.75,16198.75,25130,14258.75
3851,25619,19832.5,19529.75,14746.25,13186,16683.25,15964,25619,14746.25
3852,24591,19608.5,18953.75,14414.75,13853.25,16736.75,16015,24591,14414.75
3853,24186,19600.25,19451.75,14125.75,13772.75,16036.75,15888.75,24186,14125.75
3854,24009.25,19642.75,19003.5,14090.25,13268.5,16396.25,15839,24009.25,14090.25
3855,24311.25,19998.5,18878,14030,13015,15923.25,16001.25,24311.25,14030
3856,25085,20982.5,20397.25,14336.75,13342.75,15471.5,16939.25,25085,14336.75
3857,24970.75,22240,20969,15653.75,14124.75,16320,17668.25,24970.75,15653.75
3858,24891.25,22818,22289.25,15269.25,14848,16691.25,19123.25,24891.25,15269.25
3859,25038.5,22077.25,22587.5,16872,14230,16523.75,19596,25038.5,16872
3860,24665,21684.75,23175.5,16908.5,14219.25,16560.25,18837,24665,16908.5
3861,24521.25,22554.25,23968.75,16514.5,14853.25,16271.5,17526.5,24521.25,16514.5
3862,23038.5,20721.75,21632.75,14565.5,14131.25,15470.25,16728,23038.5,14565.5
3863,22053.5,19575.75,21048,14086.75,12707,15604.25,16447.25,22053.5,14086.75
3864,21191.25,18972,19495,14145.5,12630,15047.25,16078,21191.25,14145.5
3865,21111.25,18534.25,19098,14219.5,12573.5,14989.75,15912.5,21111.25,14219.5
3866,20935.75,17493.25,18925,14117,12477.75,15009,15915,20935.75,14117
3867,21067.25,17486.5,18863.25,14192,12452.75,14960.75,15889.5,21067.25,14192
3868,21822.25,17663.75,19008.25,14270.25,12390.25,15049,15963.25,21822.25,14270.25
3869,22705,17625.75,18959.75,15291,13505.25,15068,16639.5,22705,15291
3870,24794.5,17804.25,19024.75,17148.25,15401.25,16405,18237.25,24794.5,17148.25
3871,25350.25,18288,19588.5,18223.25,15812.5,17501.25,17644.5,25350.25,18223.25
3872,24428,18535.25,19950.5,17832,15081,16820.75,16604,24428,17832
3873,24737.25,18546.75,18967,17453.75,14193.5,16327.25,16325.75,24737.25,17453.75
3874,25306.75,18270,18603.75,16395,13687.25,17191,15704.25,25306.75,16395
3875,25191.75,18417.5,18367.75,15452.75,13433.5,16277.75,15818.5,25191.75,15452.75
3876,25071.75,18036,18344.75,15187.75,12961,15264,15740.75,25071.75,15187.75
3877,25194.5,17540.75,18394,15265.25,12836.5,14951.25,15094.5,25194.5,15265.25
3878,24833,17874.25,18622.5,15155.5,12329,15042.75,15251,24833,15155.5
3879,25775,18114.75,19693.75,14983.75,12817.25,15016.75,15121,25775,14983.75
3880,25719.5,18765.75,21020.5,15932.25,13710.25,15224.75,15251.25,25719.5,15932.25
3881,26008.25,19149.25,21298.25,16818,15255.5,15761.5,15927.5,26008.25,16818
3882,26921.5,19342.25,22523,17092.75,16613.5,16911.5,17227.5,26921.5,17092.75
3883,24857.75,18856,22884.5,15030.75,16728,16077.5,18708.5,24857.75,15030.75
3884,23974,18826.5,23105.25,14354.75,15058,15285.75,17517.75,23974,14354.75
3885,24041,18738.5,22666.25,14327.75,12685,15527.5,17816,24041,14327.75
3886,23613.5,18123.75,20465.25,13728.5,12265.25,15412.5,16985.5,23613.5,13728.5
3887,22688.75,17725.25,20670.5,16472,12584.75,15107,16031.75,22688.75,16472
3888,21398,17663.5,19507.5,14218.25,12538.25,14770.25,15563.25,21398,14218.25
3889,21656.75,17695.5,18518,14306,12758.5,14715,15179.5,21656.75,14306
3890,20900.75,17667.75,18226.25,14416.5,12883,14630,15427,20900.75,14416.5
3891,21028.25,17780.25,18811.25,14334.5,13045,14586.75,15141,21028.25,14334.5
3892,21204,17442.5,19326.25,14351.75,12556.25,14737.25,15081.25,21204,14351.75
3893,22534.5,17441.25,21183,14435.75,13633.5,15032.75,15172.5,22534.5,14435.75
3894,24377.75,17508,23745.25,16013,17447.75,17006.25,15746.75,24377.75,16013
3895,25091.5,17434.25,22269.25,15888.25,17230.75,18339.5,16194.75,25091.5,15888.25
3896,24557.75,17423.25,21908.25,16266.5,17433.5,16960.5,15506,24557.75,16266.5
3897,24292.75,17095,20541.25,16744,17568.25,15285,15086.75,24292.75,16744
3898,24586.75,17999.75,20067.75,16417.75,16623.5,14943,14845.75,24586.75,16417.75
3899,24119,17944.5,19500.5,14920.75,13220.75,15017.5,14861,24119,14920.75
3900,23609.25,17451,19609.75,14795.5,12591,14860.25,14759.75,23609.25,14795.5
3901,24395.25,17798,18942,14831.75,13817.75,14748.75,13587.5,24395.25,14831.75
3902,24378.25,17724.75,19135.75,15439,12787.75,14680.5,13089.25,24378.25,15439
3903,24916,17861.25,19361.25,14740.25,12624.25,14685.75,13322.25,24916,14740.25
3904,25777,18539.5,19558.25,14792.25,12544.25,14695.5,14007,25777,14792.25
3905,24279.75,18776,21066.25,14756.5,13219,15119.75,14950.75,24279.75,14756.5
3906,24845,19183,22499.25,15386.75,14622.25,16773.75,16849.75,24845,15386.75
3907,23473,19736.75,22977,14800,14153.75,16712.25,17917,23473,14800
3908,22947,19414.5,22357.75,15069.5,14176.75,15400.75,18142.5,22947,15069.5
3909,22571.5,19483.25,21624.25,15348.5,13007.5,14759.5,18626.5,22571.5,15348.5
3910,23063.75,19052.5,20806.25,14627,12730.5,14938,17319.5,23063.75,14627
3911,21605.25,17956.75,20496.75,17748.5,12268.25,14239.75,15824.5,21605.25,17748.5
3912,20669,18114,20038.75,14469,12118.75,13643.5,15236.75,20669,14469
3913,19594.75,18161,19842,14433.75,12101.75,13706.75,15283.5,19594.75,14433.75
3914,19453.75,17851.25,19674.5,14231.25,12066,13619.25,14971.75,19453.75,14231.25
3915,19493,17681.5,19355.75,14116.5,12176.75,13449.5,14569,19493,14116.5
3916,18557.5,18251.5,19834,14181.75,12319.5,13416.5,14583.25,18557.5,14181.75
3917,19026.5,19603,21792.5,15187.25,12799,13528.25,14608.25,19026.5,15187.25
3918,19584.5,22152.5,22143.25,16393.5,14613.5,13758,15729.25,19584.5,16393.5
3919,20469.75,24182.75,22259.25,17349.5,14148.25,14210.5,15238.5,20469.75,17349.5
3920,19972.25,22590,21618.5,16708.25,12457,13617.75,15141.75,19972.25,16708.25
3921,19869.5,21444.25,21643.25,17701,12521.5,13452.5,14438.75,19869.5,17701
3922,19688.25,21396,21412.5,18196,12431.75,13459.25,13877,19688.25,18196
3923,19451.75,20637.5,20173.75,16281.75,12666.25,13280.75,13512.25,19451.75,16281.75
3924,19240.5,21073.25,20568.25,14860,12685,13284.25,12911.75,19240.5,14860
3925,18870.25,22461,20517.25,14784,12738,13910.25,12936.75,18870.25,14784
3926,18849.5,21403.25,20376.25,15030.75,12551.75,13674,12848.75,18849.5,15030.75
3927,18519.5,21449.75,20298.5,14788,12412,13418,13890.25,18519.5,14788
3928,19001,21677.75,20962.5,15003,13598.25,13383,14879,19001,15003
3929,19720.5,21842.5,21798.5,15112,14005.75,15030,15695.25,19720.5,15112
3930,19330,22082.75,23525.25,15790.25,15867.25,15619.25,16704,19330,15790.25
3931,19967.25,21711,22966,15128.75,15923.75,16247.5,18251,19967.25,15128.75
3932,20696.25,21714.25,22245.25,15547.25,15241,16680.5,19748.75,20696.25,15547.25
3933,21879,21589.25,22158,15235.75,13504.5,17093.5,18415.25,21879,15235.75
3934,22461,19855.5,20828,15158.75,12743.5,14934,16064.75,22461,15158.75
3935,20788.75,18688.25,19911.25,15067.5,12529.25,13762.5,15277.75,20788.75,15067.5
3936,19646.25,18741.25,19842.75,15009,12380.75,13518.75,14810.25,19646.25,15009
3937,19046.75,18864.75,19989.75,14937.5,12331.5,13730,14679.25,19046.75,14937.5
3938,18831.5,18816.25,20043.25,14938.25,12441.5,14210.5,14705.5,18831.5,14938.25
3939,18762,18799,19726.25,14992.75,12491.25,13700.75,14653,18762,14992.75
3940,19052,19068.25,20056.75,15038.5,12373.5,13444.5,14643.75,19052,15038.5
3941,18714.75,20439,20667,15576.5,12647.75,13598,15459.25,18714.75,15576.5
3942,19879.75,22642,22793.75,16648.25,14329.75,14194.5,17528.5,19879.75,16648.25
3943,19277,24017.25,22672.75,17592.25,14205.75,15249.25,17023.25,19277,17592.25
3944,19221.25,22832,21997.75,15903.5,14136.25,14765.25,15801.5,19221.25,15903.5
3945,19308.25,23183,21391.75,15977.25,13281,13824,15391,19308.25,15977.25
3946,19804,23550.75,21076.75,16925,12772,14541.75,14976,19804,16925
3947,19598.75,22805.5,20411.5,15927,12631.25,14329.5,14493,19598.75,15927
3948,20383.5,22273,20674.5,16284.5,13118.5,13829,14966.5,20383.5,16284.5
3949,20814.75,21763.25,20914.75,16048.5,13533.75,14042.5,14544.5,20814.75,16048.5
3950,19708.25,21727.75,20543.75,16744,13098.25,14734,14755.5,19708.25,16744
3951,19866.5,21862.75,20707,17231,12905.5,14514.75,15595,19866.5,17231
3952,19923.5,22600.75,22581.75,17376.5,14561.5,14123,16030,19923.5,17376.5
3953,20179,23324,23466,17880.75,16619.25,14286.75,16800.25,20179,17880.75
3954,20345.75,23244.5,25325.5,18856.5,17990.25,15632.5,18108.25,20345.75,18856.5
3955,20288.25,21940.5,25192.5,17842.75,17679.25,15849.25,19353.25,20288.25,17842.75
3956,20013.25,22133,23224.25,17930,15039,16101.75,18880,20013.25,17930
3957,21345,22396.25,22412.5,17627.25,13832.75,15594.25,17936.75,21345,17627.25
3958,21375.5,20833.75,22113.5,17165.75,12599.25,14017,16088.5,21375.5,17165.75
3959,20623.5,19573.75,21174.25,16977.5,12867.5,13981.5,15216.75,20623.5,16977.5
3960,18706.75,19395,20835.5,17121.25,12814,13684.75,14919,18706.75,17121.25
3961,18818.25,19231.5,20209.25,17120.25,12530,13619.25,14880.5,18818.25,17120.25
3962,19199,19283.5,20570,17079.75,12657.75,13770,14861.75,19199,17079.75
3963,19080.5,18981.25,20022.25,17207.75,12647.5,13928.75,14915,19080.5,17207.75
3964,19228.5,18822.75,20249.5,17410.25,12500.5,13734.25,14985.75,19228.5,17410.25
3965,21039.25,21130.75,20166.75,18103.25,12740,14426,16182.5,21039.25,18103.25
3966,23100.5,23098.5,21119.75,19819.5,13333.25,14905.25,17617.5,23100.5,19819.5
3967,23563.25,24808.5,21714,19924.25,14411.5,15355.5,17406,23563.25,19924.25
3968,23873,23491.75,21298.25,18658.75,13315,15542.5,15617.25,23873,18658.75
3969,23897,22903.75,20411,18404.5,13766.75,15251.25,15640.5,23897,18404.5
3970,23392.5,22845.25,20828,18308,14414.25,15529,14838.25,23392.5,18308
3971,23016.5,22860.25,20504,17840.75,13585.25,14920.5,14843.5,23016.5,17840.75
3972,23762.25,22160.25,20076.75,17578.5,12559.75,15127,15040,23762.25,17578.5
3973,23900.5,21525.25,20625.25,17316.5,12503,14691,15187.75,23900.5,17316.5
3974,23630.25,20721.5,21120.25,17405.25,12429.25,14473.5,14819,23630.25,17405.25
3975,23458,20908.5,21164.25,17320.25,12474.5,14935.75,14938.5,23458,17320.25
3976,23504.25,21770.5,21345.75,17795.5,12657.5,16166.75,15347.5,23504.25,17795.5
3977,23913,22202.75,20570,19415.25,12797.75,16017.75,16715.5,23913,19415.25
3978,23727.25,23308.75,20958.75,20047.5,13764.25,17173.75,18804.75,23727.25,20047.5
3979,23151.25,22815.75,20898,19515.25,15138.75,16101.25,19216.25,23151.25,19515.25
3980,22986,23298,20654.5,18634.75,15641.5,15579.25,18775.75,22986,18634.75
3981,23169.75,23157.75,20155.5,19265,16021.5,15547.75,17425,23169.75,19265
3982,22087.5,20835.25,20225.5,17746.25,14804.5,14188.25,15830,22087.5,17746.25
3983,20705,20009,19652.5,19361,13622.75,14293,15402.25,20705,19361
3984,19384,19269.25,19597.75,17427.25,12971.25,13856.5,15026.75,19384,17427.25
3985,19221,19547.5,19699.5,17437.25,12684.25,13691.25,14796,19221,17437.25
3986,18983.25,19598.5,19604,17369.75,12356.5,13706.75,14882.5,18983.25,17369.75
3987,19395.5,19568.5,19524.5,17329.25,12475.5,13781.75,14974.75,19395.5,17329.25
3988,19592.5,19727.5,19628.5,17263,12497.5,13838.75,14926.5,19592.5,17263
3989,22511.5,21709.25,21334,17347.75,12327.5,15381.75,15197.25,22511.5,17347.75
3990,24303.75,23119.75,23717.25,17832.25,12381,16981,16907.5,24303.75,17832.25
3991,24312.25,23982.5,22988.5,18967.25,12958.5,17072.75,17757.75,24312.25,18967.25
3992,23599.75,23670.25,20262.5,18230.75,12808.5,15217.75,16412.5,23599.75,18230.75
3993,23439.25,23296.5,19864.5,17490.5,12564.5,14511.5,15556.25,23439.25,17490.5
3994,24922.75,22785.5,19831.25,17214.5,12782.5,14708.75,15100,24922.75,17214.5
3995,24522.25,22967.75,19520.5,17258.5,12991.25,14533,14854,24522.25,17258.5
3996,24021.25,24011,19563.25,17084,12596.25,14559,14757.75,24021.25,17084
3997,23130.25,23718.25,19204.5,16952.5,12448.25,14042.5,14749.5,23130.25,16952.5
3998,23402.75,21420.75,19237.5,16913,12396,13837.75,14704,23402.75,16913
3999,23551.75,17822.25,18962.75,17015.25,12411.5,13891,14995,23551.75,17015.25
4000,24164.5,18484.75,19122,17658,12406.5,14130.5,14973.5,24164.5,17658
4001,23671,17763.75,19891,18711.75,13282.75,15410.5,16288.75,23671,18711.75
4002,23910,17999.5,20947.5,19031.25,14871.75,17030.5,19029.25,23910,19031.25
4003,23600.75,17762.5,21822,19148.5,14636.75,16865,19486.5,23600.75,19148.5
4004,23549.75,17051,22447,19322,14662.75,16137.5,16761.25,23549.75,19322
4005,23111.25,17474,22459.25,20201.5,15036.75,15249.5,15032.25,23111.25,20201.5
4006,22274,17402,20062.5,18244,13276.75,14033.75,14650.5,22274,18244
4007,21429.75,20471,19279.25,17637.75,12991.25,14007,14488.25,21429.75,17637.75
4008,20379.5,19935.75,18306.5,18882.5,13086.25,13664.25,14427.5,20379.5,18882.5
4009,19461.75,19709.25,18828.5,18420.25,13293.25,13720.5,14378.5,19461.75,18420.25
4010,19295.75,19594.25,19053,18291.75,13220.75,13673.5,14400.5,19295.75,18291.75
4011,19460,19517.75,18798.75,18036.25,13155.75,13573,14369.25,19460,18036.25
4012,20273.25,19902.5,18685.5,18173.25,13136.5,13679.5,14276.75,20273.25,18173.25
4013,21047,21705.5,19631,18453.5,14464.5,13912,14567.25,21047,18453.5
4014,21934.25,23306,20027.5,18875.25,16335,15586.5,16496.25,21934.25,18875.25
4015,22798.25,25468.5,20964.25,19196,15875,16105.25,18232.25,22798.25,19196
4016,21931.75,24328.75,20315.5,19065.75,13890.25,14746,17004,21931.75,19065.75
4017,22451,22610.75,19979.75,19122.75,13988.25,14669.75,15182.5,22451,19122.75
4018,21879.5,22062.25,19940.25,18730,15107.75,14625.25,14972.5,21879.5,18730
4019,21449.5,20432.25,19551,18891,14036.5,15231,14209.25,21449.5,18891
4020,21233.25,19867.25,19203.25,18180.5,13603.5,14832.75,13988,21233.25,18180.5
4021,21120.75,19411,19034,18120.75,13597.75,14093,13944.25,21120.75,18120.75
4022,21044.5,19401.75,19110,18010.25,13495,14021.75,13939.75,21044.5,18010.25
4023,21907,19916.25,19814.25,18035.5,13647,14027.75,14087.75,21907,18035.5
4024,22743.75,20244.25,20536.5,18479.25,14277.25,14664.75,14489.75,22743.75,18479.25
4025,24054.5,20552.5,22235,18837.75,15477,15162.5,15494,24054.5,18837.75
4026,25430.75,21432.75,23197.25,18970.75,16632,15840,16539.75,25430.75,18970.75
4027,25376.75,20690,23024.5,19364.5,17512,15073.75,18609.5,25376.75,19364.5
4028,24043,20548.25,22899,20609,16456.5,14963.25,17075.75,24043,20609
4029,23322,20507.25,22115,21570,15097.75,14489.5,15744.75,23322,21570
4030,22277,18981.5,21904.25,19267.75,13965.75,14458.5,15272.5,22277,19267.75
4031,21975.75,18549,20602.25,18957.75,13396,14207.25,14582.5,21975.75,18957.75
4032,21071.5,18312,19495.75,17060.5,13276,14053,14527.5,21071.5,17060.5
4033,20101,18006.25,19123.5,16992.75,13307,14111.5,14331.75,20101,16992.75
4034,19908.5,18106.75,18686.25,16895,13447.5,14064.5,14364.5,19908.5,16895
4035,19888.75,18316.25,18661.25,16972.75,13279,14147.5,14270.5,19888.75,16972.75
4036,20460,18414.5,18840.25,16832.75,13289.5,14166,14333.75,20460,16832.75
4037,22055,18632.75,18831.5,17654.5,14018.5,14509,15259.75,22055,17654.5
4038,23607.25,19263.5,18672.5,19377,16070.75,15962.5,17063.25,23607.25,19377
4039,24917.25,19424.5,18858.75,19280.75,15733,16845,18738,24917.25,19280.75
4040,23966.25,19032,18177.5,17428.25,14276.25,15528.25,17514.5,23966.25,17428.25
4041,23725,18948.75,18324.5,17193.75,13859.75,14963.75,14781.5,23725,17193.75
4042,23995,19101.25,18324.75,17422.25,13648.5,14747.5,14366.75,23995,17422.25
4043,23866.25,18310.25,17757.25,17224.5,13782.25,14588.25,14329.5,23866.25,17224.5
4044,24516.25,17807.5,17965.25,16954,13868.75,14215.75,13946.25,24516.25,16954
4045,24455.75,18008,17756.5,17171.75,13980.5,14355.25,13888,24455.75,17171.75
4046,23518.5,18048.75,17534,17155.25,14375.5,14548.5,14157,23518.5,17155.25
4047,23710.75,18628.75,17894.5,17184,14404.75,14326.5,14096.5,23710.75,17184
4048,23954.5,19424,19811.5,17577.75,15205.25,14979.25,14620.25,23954.5,17577.75
4049,23631.5,19724.5,20325.25,17837.75,18139.75,15978.25,15295.5,23631.5,17837.75
4050,24613.75,21200,22231.5,19702.75,19972.25,17265.25,16787.75,24613.75,19702.75
4051,24550,21027.75,22157.75,19038.25,19605.25,16473.25,18038.25,24550,19038.25
4052,22762.5,21291,22149,17910,18362,15813.25,18057.75,22762.5,17910
4053,23001,21024.25,23099.5,17331.75,15566,15846.5,16453.25,23001,17331.75
4054,22206.5,18867.25,20901.75,16966.25,13908.75,14690.5,15145.75,22206.5,16966.25
4055,22086,18907,19510,16937.25,13596.5,14297.5,15521,22086,16937.25
4056,20549.75,18808.25,19344,16846.75,13587.5,14174.25,15791.75,20549.75,16846.75
4057,19630.25,18348.5,20019.25,16861.25,13545.75,14196.75,14922,19630.25,16861.25
