hour_of_year;2015;2016;2017;2018;2019;2020
4404;77;64;110;116;112;82
4405;77;64;110;116;112;82
4406;77;64;110;116;112;82
4407;77;64;110;116;112;82
4408;77;64;110;116;112;82
4409;77;64;110;116;112;82
4410;77;64;110;116;112;82
4411;77;64;110;116;112;82
4412;77;64;110;116;112;82
4413;77;64;110;116;112;82
4414;77;64;110;116;112;82
4415;77;64;110;116;112;82
4416;77;64;110;116;112;82
4417;77;64;110;116;112;82
4418;77;64;110;116;112;82
4419;77;64;110;116;112;82
4420;77;64;110;116;112;82
4421;77;64;110;116;112;82
4422;77;64;110;116;112;82
4423;77;64;110;116;112;82
4424;77;64;110;116;112;82
4425;77;64;110;116;112;82
4426;77;64;110;116;112;82
4427;77;64;110;116;112;82
4428;77;64;110;116;112;82
4429;77;64;110;116;112;82
4430;77;64;110;116;112;82
4431;77;64;110;116;112;82
4432;77;64;110;116;112;82
4433;77;64;110;116;112;82
4434;77;64;110;116;112;82
4435;77;64;110;116;112;82
4436;77;64;110;116;112;82
4437;77;64;110;116;112;82
4438;77;64;110;116;112;82
4439;77;64;110;116;112;82
4440;77;64;110;116;112;82
4441;77;64;110;116;112;82
4442;77;64;110;116;112;82
4443;77;64;110;116;112;82
4444;77;64;110;116;112;82
4445;77;64;110;116;112;82
4446;77;64;110;116;112;82
4447;77;64;110;116;112;82
4448;77;64;110;116;112;82
4449;77;64;110;116;112;82
4450;77;64;110;116;112;82
4451;77;64;110;116;112;82
4452;77;64;110;116;112;82
4453;77;64;110;116;112;82
4454;77;64;110;116;112;82
4455;77;64;110;116;112;82
4456;77;64;110;116;112;82
4457;77;64;110;116;112;82
4458;77;64;110;116;112;82
4459;77;64;110;116;112;82
4460;77;64;110;116;112;82
4461;77;64;110;116;112;82
4462;77;64;110;116;112;82
4463;77;64;110;116;112;82
4464;77;64;110;116;112;82
4465;77;64;110;116;112;82
4466;77;64;110;116;112;82
4467;77;64;110;116;112;82
4468;77;64;110;116;112;82
4469;77;64;110;116;112;82
4470;77;64;110;116;112;82
4471;77;64;110;116;112;82
4472;77;64;110;116;112;82
4473;77;64;110;116;112;82
4474;77;64;110;116;112;82
4475;77;64;110;116;112;82
4476;77;64;110;116;112;82
4477;77;64;110;116;112;82
4478;77;64;110;116;112;82
4479;77;64;110;116;112;82
4480;77;64;110;116;112;82
4481;77;64;110;116;112;82
4482;77;64;110;116;112;82
4483;77;64;110;116;112;82
4484;77;64;110;116;112;82
4485;77;64;110;116;112;82
4486;77;64;110;116;112;82
4487;77;64;110;116;112;82
4488;77;64;110;116;112;82
4489;77;64;110;116;112;82
4490;77;64;110;116;112;82
4491;77;64;110;116;112;82
4492;77;64;110;116;112;82
4493;77;64;110;116;112;82
4494;77;64;110;116;112;82
4495;77;64;110;116;112;82
4496;77;64;110;116;112;82
4497;77;64;110;116;112;82
4498;77;64;110;116;112;82
4499;77;64;110;116;112;82
4500;77;64;110;116;112;82
4501;77;64;110;116;112;82
4502;77;64;110;116;112;82
4503;77;64;110;116;112;82
4504;77;64;110;116;112;82
4505;77;64;110;116;112;82
4506;77;64;110;116;112;82
4507;77;64;110;116;112;82
4508;77;64;110;116;112;82
4509;77;64;110;116;112;82
4510;77;64;110;116;112;82
4511;77;64;110;116;112;82
4512;77;64;110;116;112;82
4513;77;64;110;116;112;82
4514;77;64;110;116;112;82
4515;77;64;110;116;112;82
4516;77;64;110;116;112;82
4517;77;64;110;116;112;82
4518;77;64;110;116;112;82
4519;77;64;110;116;112;82
4520;77;64;110;116;112;82
4521;77;64;110;116;112;82
4522;77;64;110;116;112;82
4523;77;64;110;116;112;82
4524;77;64;110;116;112;82
4525;77;64;110;116;112;82
4526;77;64;110;116;112;82
4527;77;64;110;116;112;82
4528;77;64;110;116;112;82
4529;77;64;110;116;112;82
4530;77;64;110;116;112;82
4531;77;64;110;116;112;82
4532;77;64;110;116;112;82
4533;77;64;110;116;112;82
4534;77;64;110;116;112;82
4535;77;64;110;116;112;82
4536;77;64;110;116;112;82
4537;77;64;110;116;112;82
4538;77;64;110;116;112;82
4539;77;64;110;116;112;82
4540;77;64;110;116;112;82
4541;77;64;110;116;112;82
4542;77;64;110;116;112;82
4543;77;64;110;116;112;82
4544;77;64;110;116;112;82
4545;77;64;110;116;112;82
4546;77;64;110;116;112;82
4547;77;64;110;116;112;82
4548;77;64;110;116;112;82
4549;77;64;110;116;112;82
4550;77;64;110;116;112;82
4551;77;64;110;116;112;82
4552;77;64;110;116;112;82
4553;77;64;110;116;112;82
4554;77;64;110;116;112;82
4555;77;64;110;116;112;82
4556;77;64;110;116;112;82
4557;77;64;110;116;112;82
4558;77;64;110;116;112;82
4559;77;64;110;116;112;82
4560;77;64;110;116;112;82
4561;77;64;110;116;112;82
4562;77;64;110;116;112;82
4563;77;64;110;116;112;82
4564;77;64;110;116;112;82
4565;77;64;110;116;112;82
4566;77;64;110;116;112;82
4567;77;64;110;116;112;82
4568;77;64;110;116;112;82
4569;77;64;110;116;112;82
4570;77;64;110;116;112;82
4571;77;64;110;116;112;82
4572;77;64;110;116;112;82
4573;77;64;110;116;112;82
4574;77;64;110;116;112;82
4575;77;64;110;116;112;82
4576;77;64;110;116;112;82
4577;77;64;110;116;112;82
4578;77;64;110;116;112;82
4579;77;64;110;116;112;82
4580;77;64;110;116;112;82
4581;77;64;110;116;112;82
4582;77;64;110;116;112;82
4583;77;64;110;116;112;82
4584;77;64;110;116;112;82
4585;77;64;110;116;112;82
4586;77;64;110;116;112;82
4587;77;64;110;116;112;82
4588;77;64;110;116;112;82
4589;77;64;110;116;112;82
4590;77;64;110;116;112;82
4591;77;64;110;116;112;82
4592;77;64;110;116;112;82
4593;77;64;110;116;112;82
4594;77;64;110;116;112;82
4595;77;64;110;116;112;82
4596;77;64;110;116;112;82
4597;77;64;110;116;112;82
4598;77;64;110;116;112;82
4599;77;64;110;116;112;82
4600;77;64;110;116;112;82
4601;77;64;110;116;112;82
4602;77;64;110;116;112;82
4603;77;64;110;116;112;82
4604;77;64;110;116;112;82
4605;77;64;110;116;112;82
4606;77;64;110;116;112;82
4607;77;64;110;116;112;82
4608;77;64;110;116;112;82
4609;77;64;110;116;112;82
4610;77;64;110;116;112;82
4611;77;64;110;116;112;82
4612;77;64;110;116;112;82
4613;77;64;110;116;112;82
4614;77;64;110;116;112;82
4615;77;64;110;116;112;82
4616;77;64;110;116;112;82
4617;77;64;110;116;112;82
4618;77;64;110;116;112;82
4619;77;64;110;116;112;82
4620;77;64;110;116;112;82
4621;77;64;110;116;112;82
4622;77;64;110;116;112;82
4623;77;64;110;116;112;82
4624;77;64;110;116;112;82
4625;77;64;110;116;112;82
4626;77;64;110;116;112;82
4627;77;64;110;116;112;82
4628;77;64;110;116;112;82
4629;77;64;110;116;112;82
4630;77;64;110;116;112;82
4631;77;64;110;116;112;82
4632;77;64;110;116;112;82
4633;77;64;110;116;112;82
4634;77;64;110;116;112;82
4635;77;64;110;116;112;82
4636;77;64;110;116;112;82
4637;77;64;110;116;112;82
4638;77;64;110;116;112;82
4639;77;64;110;116;112;82
4640;77;64;110;116;112;82
4641;77;64;110;116;112;82
4642;77;64;110;116;112;82
4643;77;64;110;116;112;82
4644;77;64;110;116;112;82
4645;77;64;110;116;112;82
4646;77;64;110;116;112;82
4647;77;64;110;116;112;82
4648;77;64;110;116;112;82
4649;77;64;110;116;112;82
4650;77;64;110;116;112;82
4651;77;64;110;116;112;82
4652;77;64;110;116;112;82
4653;77;64;110;116;112;82
4654;77;64;110;116;112;82
4655;77;64;110;116;112;82
4656;77;64;110;116;112;82
4657;77;64;110;116;112;82
4658;77;64;110;116;112;82
4659;77;64;110;116;112;82
4660;77;64;110;116;112;82
4661;77;64;110;116;112;82
4662;77;64;110;116;112;82
4663;77;64;110;116;112;82
4664;77;64;110;116;112;82
4665;77;64;110;116;112;82
4666;77;64;110;116;112;82
4667;77;64;110;116;112;82
4668;77;64;110;116;112;82
4669;77;64;110;116;112;82
4670;77;64;110;116;112;82
4671;77;64;110;116;112;82
4672;77;64;110;116;112;82
4673;77;64;110;116;112;82
4674;77;64;110;116;112;82
4675;77;64;110;116;112;82
4676;77;64;110;116;112;82
4677;77;64;110;116;112;82
4678;77;64;110;116;112;82
4679;77;64;110;116;112;82
4680;77;64;110;116;112;82
4681;77;64;110;116;112;82
4682;77;64;110;116;112;82
4683;77;64;110;116;112;82
4684;77;64;110;116;112;82
4685;77;64;110;116;112;82
4686;77;64;110;116;112;82
4687;77;64;110;116;112;82
4688;77;64;110;116;112;82
4689;77;64;110;116;112;82
4690;77;64;110;116;112;82
4691;77;64;110;116;112;82
4692;77;64;110;116;112;82
4693;77;64;110;116;112;82
4694;77;64;110;116;112;82
4695;77;64;110;116;112;82
4696;77;64;110;116;112;82
4697;77;64;110;116;112;82
4698;77;64;110;116;112;82
4699;77;64;110;116;112;82
4700;77;64;110;116;112;82
4701;77;64;110;116;112;82
4702;77;64;110;116;112;82
4703;77;64;110;116;112;82
4704;77;64;110;116;112;82
4705;77;64;110;116;112;82
4706;77;64;110;116;112;82
4707;77;64;110;116;112;82
4708;77;64;110;116;112;82
4709;77;64;110;116;112;82
4710;77;64;110;116;112;82
4711;77;64;110;116;112;82
4712;77;64;110;116;112;82
4713;77;64;110;116;112;82
4714;77;64;110;116;112;82
4715;77;64;110;116;112;82
4716;77;64;110;116;112;82
4717;77;64;110;116;112;82
4718;77;64;110;116;112;82
4719;77;64;110;116;112;82
4720;77;64;110;116;112;82
4721;77;64;110;116;112;82
4722;77;64;110;116;112;82
4723;77;64;110;116;112;82
4724;77;64;110;116;112;82
4725;77;64;110;116;112;82
4726;77;64;110;116;112;82
4727;77;64;110;116;112;82
4728;77;64;110;116;112;82
4729;77;64;110;116;112;82
4730;77;64;110;116;112;82
4731;77;64;110;116;112;82
4732;77;64;110;116;112;82
4733;77;64;110;116;112;82
4734;77;64;110;116;112;82
4735;77;64;110;116;112;82
4736;77;64;110;116;112;82
4737;77;64;110;116;112;82
4738;77;64;110;116;112;82
4739;77;64;110;116;112;82
4740;77;64;110;116;112;82
4741;77;64;110;116;112;82
4742;77;64;110;116;112;82
4743;77;64;110;116;112;82
4744;77;64;110;116;112;82
4745;77;64;110;116;112;82
4746;77;64;110;116;112;82
4747;77;64;110;116;112;82
4748;77;64;110;116;112;82
4749;77;64;110;116;112;82
4750;77;64;110;116;112;82
4751;77;64;110;116;112;82
4752;77;64;110;116;112;82
4753;77;64;110;116;112;82
4754;77;64;110;116;112;82
4755;77;64;110;116;112;82
4756;77;64;110;116;112;82
4757;77;64;110;116;112;82
4758;77;64;110;116;112;82
4759;77;64;110;116;112;82
4760;77;64;110;116;112;82
4761;77;64;110;116;112;82
4762;77;64;110;116;112;82
4763;77;64;110;116;112;82
4764;77;64;110;116;112;82
4765;77;64;110;116;112;82
4766;77;64;110;116;112;82
4767;77;64;110;116;112;82
4768;77;64;110;116;112;82
4769;77;64;110;116;112;82
4770;77;64;110;116;112;82
4771;77;64;110;116;112;82
4772;77;64;110;116;112;82
4773;77;64;110;116;112;82
4774;77;64;110;116;112;82
4775;77;64;110;116;112;82
4776;77;64;110;116;112;82
4777;77;64;110;116;112;82
4778;77;64;110;116;112;82
4779;77;64;110;116;112;82
4780;77;64;110;116;112;82
4781;77;64;110;116;112;82
4782;77;64;110;116;112;82
4783;77;64;110;116;112;82
4784;77;64;110;116;112;82
4785;77;64;110;116;112;82
4786;77;64;110;116;112;82
4787;77;64;110;116;112;82
4788;77;64;110;116;112;82
4789;77;64;110;116;112;82
4790;77;64;110;116;112;82
4791;77;64;110;116;112;82
4792;77;64;110;116;112;82
4793;77;64;110;116;112;82
4794;77;64;110;116;112;82
4795;77;64;110;116;112;82
4796;77;64;110;116;112;82
4797;77;64;110;116;112;82
4798;77;64;110;116;112;82
4799;77;64;110;116;112;82
4800;77;64;110;116;112;82
4801;77;64;110;116;112;82
4802;77;64;110;116;112;82
4803;77;64;110;116;112;82
4804;77;64;110;116;112;82
4805;77;64;110;116;112;82
4806;77;64;110;116;112;82
4807;77;64;110;116;112;82
4808;77;64;110;116;112;82
4809;77;64;110;116;112;82
4810;77;64;110;116;112;82
4811;77;64;110;116;112;82
4812;77;64;110;116;112;82
4813;77;64;110;116;112;82
4814;77;64;110;116;112;82
4815;77;64;110;116;112;82
4816;77;64;110;116;112;82
4817;77;64;110;116;112;82
4818;77;64;110;116;112;82
4819;77;64;110;116;112;82
4820;77;64;110;116;112;82
4821;77;64;110;116;112;82
4822;77;64;110;116;112;82
4823;77;64;110;116;112;82
4824;77;64;110;116;112;82
4825;77;64;110;116;112;82
4826;77;64;110;116;112;82
4827;77;64;110;116;112;82
4828;77;64;110;116;112;82
4829;77;64;110;116;112;82
4830;77;64;110;116;112;82
4831;77;64;110;116;112;82
4832;77;64;110;116;112;82
4833;77;64;110;116;112;82
4834;77;64;110;116;112;82
4835;77;64;110;116;112;82
4836;77;64;110;116;112;82
4837;77;64;110;116;112;82
4838;77;64;110;116;112;82
4839;77;64;110;116;112;82
4840;77;64;110;116;112;82
4841;77;64;110;116;112;82
4842;77;64;110;116;112;82
4843;77;64;110;116;112;82
4844;77;64;110;116;112;82
4845;77;64;110;116;112;82
4846;77;64;110;116;112;82
4847;77;64;110;116;112;82
4848;77;64;110;116;112;82
4849;77;64;110;116;112;82
4850;77;64;110;116;112;82
4851;77;64;110;116;112;82
4852;77;64;110;116;112;82
4853;77;64;110;116;112;82
4854;77;64;110;116;112;82
4855;77;64;110;116;112;82
4856;77;64;110;116;112;82
4857;77;64;110;116;112;82
4858;77;64;110;116;112;82
4859;77;64;110;116;112;82
4860;77;64;110;116;112;82
4861;77;64;110;116;112;82
4862;77;64;110;116;112;82
4863;77;64;110;116;112;82
4864;77;64;110;116;112;82
4865;77;64;110;116;112;82
4866;77;64;110;116;112;82
4867;77;64;110;116;112;82
4868;77;64;110;116;112;82
4869;77;64;110;116;112;82
4870;77;64;110;116;112;82
4871;77;64;110;116;112;82
4872;77;64;110;116;112;82
4873;77;64;110;116;112;82
4874;77;64;110;116;112;82
4875;77;64;110;116;112;82
4876;77;64;110;116;112;82
4877;77;64;110;116;112;82
4878;77;64;110;116;112;82
4879;77;64;110;116;112;82
4880;77;64;110;116;112;82
4881;77;64;110;116;112;82
4882;77;64;110;116;112;82
4883;77;64;110;116;112;82
4884;77;64;110;116;112;82
4885;77;64;110;116;112;82
4886;77;64;110;116;112;82
4887;77;64;110;116;112;82
4888;77;64;110;116;112;82
4889;77;64;110;116;112;82
4890;77;64;110;116;112;82
4891;77;64;110;116;112;82
4892;77;64;110;116;112;82
4893;77;64;110;116;112;82
4894;77;64;110;116;112;82
4895;77;64;110;116;112;82
4896;77;64;110;116;112;82
4897;77;64;110;116;112;82
4898;77;64;110;116;112;82
4899;77;64;110;116;112;82
4900;77;64;110;116;112;82
4901;77;64;110;116;112;82
4902;77;64;110;116;112;82
4903;77;64;110;116;112;82
4904;77;64;110;116;112;82
4905;77;64;110;116;112;82
4906;77;64;110;116;112;82
4907;77;64;110;116;112;82
4908;77;64;110;116;112;82
4909;77;64;110;116;112;82
4910;77;64;110;116;112;82
4911;77;64;110;116;112;82
4912;77;64;110;116;112;82
4913;77;64;110;116;112;82
4914;77;64;110;116;112;82
4915;77;64;110;116;112;82
4916;77;64;110;116;112;82
4917;77;64;110;116;112;82
4918;77;64;110;116;112;82
4919;77;64;110;116;112;82
4920;77;64;110;116;112;82
4921;77;64;110;116;112;82
4922;77;64;110;116;112;82
4923;77;64;110;116;112;82
4924;77;64;110;116;112;82
4925;77;64;110;116;112;82
4926;77;64;110;116;112;82
4927;77;64;110;116;112;82
4928;77;64;110;116;112;82
4929;77;64;110;116;112;82
4930;77;64;110;116;112;82
4931;77;64;110;116;112;82
4932;77;64;110;116;112;82
4933;77;64;110;116;112;82
4934;77;64;110;116;112;82
4935;77;64;110;116;112;82
4936;77;64;110;116;112;82
4937;77;64;110;116;112;82
4938;77;64;110;116;112;82
4939;77;64;110;116;112;82
4940;77;64;110;116;112;82
4941;77;64;110;116;112;82
4942;77;64;110;116;112;82
4943;77;64;110;116;112;82
4944;77;64;110;116;112;82
4945;77;64;110;116;112;82
4946;77;64;110;116;112;82
4947;77;64;110;116;112;82
4948;77;64;110;116;112;82
4949;77;64;110;116;112;82
4950;77;64;110;116;112;82
4951;77;64;110;116;112;82
4952;77;64;110;116;112;82
4953;77;64;110;116;112;82
4954;77;64;110;116;112;82
4955;77;64;110;116;112;82
4956;77;64;110;116;112;82
4957;77;64;110;116;112;82
4958;77;64;110;116;112;82
4959;77;64;110;116;112;82
4960;77;64;110;116;112;82
4961;77;64;110;116;112;82
4962;77;64;110;116;112;82
4963;77;64;110;116;112;82
4964;77;64;110;116;112;82
4965;77;64;110;116;112;82
4966;77;64;110;116;112;82
4967;77;64;110;116;112;82
4968;77;64;110;116;112;82
4969;77;64;110;116;112;82
4970;77;64;110;116;112;82
4971;77;64;110;116;112;82
4972;77;64;110;116;112;82
4973;77;64;110;116;112;82
4974;77;64;110;116;112;82
4975;77;64;110;116;112;82
4976;77;64;110;116;112;82
4977;77;64;110;116;112;82
4978;77;64;110;116;112;82
4979;77;64;110;116;112;82
4980;77;64;110;116;112;82
4981;77;64;110;116;112;82
4982;77;64;110;116;112;82
4983;77;64;110;116;112;82
4984;77;64;110;116;112;82
4985;77;64;110;116;112;82
4986;77;64;110;116;112;82
4987;77;64;110;116;112;82
4988;77;64;110;116;112;82
4989;77;64;110;116;112;82
4990;77;64;110;116;112;82
4991;77;64;110;116;112;82
4992;77;64;110;116;112;82
4993;77;64;110;116;112;82
4994;77;64;110;116;112;82
4995;77;64;110;116;112;82
4996;77;64;110;116;112;82
4997;77;64;110;116;112;82
4998;77;64;110;116;112;82
4999;77;64;110;116;112;82
5000;77;64;110;116;112;82
5001;77;64;110;116;112;82
5002;77;64;110;116;112;82
5003;77;64;110;116;112;82
5004;77;64;110;116;112;82
5005;77;64;110;116;112;82
5006;77;64;110;116;112;82
5007;77;64;110;116;112;82
5008;77;64;110;116;112;82
5009;77;64;110;116;112;82
5010;77;64;110;116;112;82
5011;77;64;110;116;112;82
5012;77;64;110;116;112;82
5013;77;64;110;116;112;82
5014;77;64;110;116;112;82
5015;77;64;110;116;112;82
5016;77;64;110;116;112;82
5017;77;64;110;116;112;82
5018;77;64;110;116;112;82
5019;77;64;110;116;112;82
5020;77;64;110;116;112;82
5021;77;64;110;116;112;82
5022;77;64;110;116;112;82
5023;77;64;110;116;112;82
5024;77;64;110;116;112;82
5025;77;64;110;116;112;82
5026;77;64;110;116;112;82
5027;77;64;110;116;112;82
5028;77;64;110;116;112;82
5029;77;64;110;116;112;82
5030;77;64;110;116;112;82
5031;77;64;110;116;112;82
5032;77;64;110;116;112;82
5033;77;64;110;116;112;82
5034;77;64;110;116;112;82
5035;77;64;110;116;112;82
5036;77;64;110;116;112;82
5037;77;64;110;116;112;82
5038;77;64;110;116;112;82
5039;77;64;110;116;112;82
5040;77;64;110;116;112;82
5041;77;64;110;116;112;82
5042;77;64;110;116;112;82
5043;77;64;110;116;112;82
5044;77;64;110;116;112;82
5045;77;64;110;116;112;82
5046;77;64;110;116;112;82
5047;77;64;110;116;112;82
5048;77;64;110;116;112;82
5049;77;64;110;116;112;82
5050;77;64;110;116;112;82
5051;77;64;110;116;112;82
5052;77;64;110;116;112;82
5053;77;64;110;116;112;82
5054;77;64;110;116;112;82
5055;77;64;110;116;112;82
5056;77;64;110;116;112;82
5057;77;64;110;116;112;82
5058;77;64;110;116;112;82
5059;77;64;110;116;112;82
5060;77;64;110;116;112;82
5061;77;64;110;116;112;82
5062;77;64;110;116;112;82
5063;77;64;110;116;112;82
5064;77;65;110;116;112;82
5065;77;65;110;116;112;82
5066;77;65;110;116;112;82
5067;77;65;110;116;112;82
5068;77;65;110;116;112;82
5069;77;65;110;116;112;82
5070;77;65;110;116;112;82
5071;77;65;110;116;112;82
5072;77;65;110;116;112;82
5073;77;65;110;116;112;82
5074;77;65;110;116;112;82
5075;77;65;110;116;112;82
5076;77;65;110;116;112;82
5077;77;65;110;116;112;82
5078;77;65;110;116;112;82
5079;77;65;110;116;112;82
5080;77;65;110;116;112;82
5081;77;65;110;116;112;82
5082;77;65;110;116;112;82
5083;77;65;110;116;112;82
5084;77;65;110;116;112;82
5085;77;65;110;116;112;82
5086;77;65;110;116;112;82
5087;77;65;110;116;112;82
5088;76.33333333;66;107;113;110;82
5089;76.33333333;66;107;113;110;82
5090;76.33333333;66;107;113;110;82
5091;76.33333333;66;107;113;110;82
5092;76.33333333;66;107;113;110;82
5093;76.33333333;66;107;113;110;82
5094;76.33333333;66;107;113;110;82
5095;76.33333333;66;107;113;110;82
5096;76.33333333;66;107;113;110;82
5097;76.33333333;66;107;113;110;82
5098;76.33333333;66;107;113;110;82
5099;76.33333333;66;107;113;110;82
5100;76.33333333;66;107;113;110;82
5101;76.33333333;66;107;113;110;82
5102;76.33333333;66;107;113;110;82
5103;76.33333333;66;107;113;110;82
5104;76.33333333;66;107;113;110;82
5105;76.33333333;66;107;113;110;82
5106;76.33333333;66;107;113;110;82
5107;76.33333333;66;107;113;110;82
5108;76.33333333;66;107;113;110;82
5109;76.33333333;66;107;113;110;82
5110;76.33333333;66;107;113;110;82
5111;76.33333333;66;107;113;110;82
5112;75.66666667;67;107;113;110;82.66666667
5113;75.66666667;67;107;113;110;82.66666667
5114;75.66666667;67;107;113;110;82.66666667
5115;75.66666667;67;107;113;110;82.66666667
5116;75.66666667;67;107;113;110;82.66666667
5117;75.66666667;67;107;113;110;82.66666667
5118;75.66666667;67;107;113;110;82.66666667
5119;75.66666667;67;107;113;110;82.66666667
5120;75.66666667;67;107;113;110;82.66666667
5121;75.66666667;67;107;113;110;82.66666667
5122;75.66666667;67;107;113;110;82.66666667
5123;75.66666667;67;107;113;110;82.66666667
5124;75.66666667;67;107;113;110;82.66666667
5125;75.66666667;67;107;113;110;82.66666667
5126;75.66666667;67;107;113;110;82.66666667
5127;75.66666667;67;107;113;110;82.66666667
5128;75.66666667;67;107;113;110;82.66666667
5129;75.66666667;67;107;113;110;82.66666667
5130;75.66666667;67;107;113;110;82.66666667
5131;75.66666667;67;107;113;110;82.66666667
5132;75.66666667;67;107;113;110;82.66666667
5133;75.66666667;67;107;113;110;82.66666667
5134;75.66666667;67;107;113;110;82.66666667
5135;75.66666667;67;107;113;110;82.66666667
5136;75;67;107;113;110;83.33333333
5137;75;67;107;113;110;83.33333333
5138;75;67;107;113;110;83.33333333
5139;75;67;107;113;110;83.33333333
5140;75;67;107;113;110;83.33333333
5141;75;67;107;113;110;83.33333333
5142;75;67;107;113;110;83.33333333
5143;75;67;107;113;110;83.33333333
5144;75;67;107;113;110;83.33333333
5145;75;67;107;113;110;83.33333333
5146;75;67;107;113;110;83.33333333
5147;75;67;107;113;110;83.33333333
5148;75;67;107;113;110;83.33333333
5149;75;67;107;113;110;83.33333333
5150;75;67;107;113;110;83.33333333
5151;75;67;107;113;110;83.33333333
5152;75;67;107;113;110;83.33333333
5153;75;67;107;113;110;83.33333333
5154;75;67;107;113;110;83.33333333
5155;75;67;107;113;110;83.33333333
5156;75;67;107;113;110;83.33333333
5157;75;67;107;113;110;83.33333333
5158;75;67;107;113;110;83.33333333
5159;75;67;107;113;110;83.33333333
5160;75;67;107;113;110;84
5161;75;67;107;113;110;84
5162;75;67;107;113;110;84
5163;75;67;107;113;110;84
5164;75;67;107;113;110;84
5165;75;67;107;113;110;84
5166;75;67;107;113;110;84
5167;75;67;107;113;110;84
5168;75;67;107;113;110;84
5169;75;67;107;113;110;84
5170;75;67;107;113;110;84
5171;75;67;107;113;110;84
5172;75;67;107;113;110;84
5173;75;67;107;113;110;84
5174;75;67;107;113;110;84
5175;75;67;107;113;110;84
5176;75;67;107;113;110;84
5177;75;67;107;113;110;84
5178;75;67;107;113;110;84
5179;75;67;107;113;110;84
5180;75;67;107;113;110;84
5181;75;67;107;113;110;84
5182;75;67;107;113;110;84
5183;75;67;107;113;110;84
5184;75;67;107;113;110;84
5185;75;67;107;113;110;84
5186;75;67;107;113;110;84
5187;75;67;107;113;110;84
5188;75;67;107;113;110;84
5189;75;67;107;113;110;84
5190;75;67;107;113;110;84
5191;75;67;107;113;110;84
5192;75;67;107;113;110;84
5193;75;67;107;113;110;84
5194;75;67;107;113;110;84
5195;75;67;107;113;110;84
5196;75;67;107;113;110;84
5197;75;67;107;113;110;84
5198;75;67;107;113;110;84
5199;75;67;107;113;110;84
5200;75;67;107;113;110;84
5201;75;67;107;113;110;84
5202;75;67;107;113;110;84
5203;75;67;107;113;110;84
5204;75;67;107;113;110;84
5205;75;67;107;113;110;84
5206;75;67;107;113;110;84
5207;75;67;107;113;110;84
5208;75;67;107;113;110;84
5209;75;67;107;113;110;84
5210;75;67;107;113;110;84
5211;75;67;107;113;110;84
5212;75;67;107;113;110;84
5213;75;67;107;113;110;84
5214;75;67;107;113;110;84
5215;75;67;107;113;110;84
5216;75;67;107;113;110;84
5217;75;67;107;113;110;84
5218;75;67;107;113;110;84
5219;75;67;107;113;110;84
5220;75;67;107;113;110;84
5221;75;67;107;113;110;84
5222;75;67;107;113;110;84
5223;75;67;107;113;110;84
5224;75;67;107;113;110;84
5225;75;67;107;113;110;84
5226;75;67;107;113;110;84
5227;75;67;107;113;110;84
5228;75;67;107;113;110;84
5229;75;67;107;113;110;84
5230;75;67;107;113;110;84
5231;75;67;107;113;110;84
5232;75;67;107;113;110;84
5233;75;67;107;113;110;84
5234;75;67;107;113;110;84
5235;75;67;107;113;110;84
5236;75;67;107;113;110;84
5237;75;67;107;113;110;84
5238;75;67;107;113;110;84
5239;75;67;107;113;110;84
5240;75;67;107;113;110;84
5241;75;67;107;113;110;84
5242;75;67;107;113;110;84
5243;75;67;107;113;110;84
5244;75;67;107;113;110;84
5245;75;67;107;113;110;84
5246;75;67;107;113;110;84
5247;75;67;107;113;110;84
5248;75;67;107;113;110;84
5249;75;67;107;113;110;84
5250;75;67;107;113;110;84
5251;75;67;107;113;110;84
5252;75;67;107;113;110;84
5253;75;67;107;113;110;84
5254;75;67;107;113;110;84
5255;75;67;107;113;110;84
5256;75;67;107;113;110;84
5257;75;67;107;113;110;84
5258;75;67;107;113;110;84
5259;75;67;107;113;110;84
5260;75;67;107;113;110;84
5261;75;67;107;113;110;84
5262;75;67;107;113;110;84
5263;75;67;107;113;110;84
5264;75;67;107;113;110;84
5265;75;67;107;113;110;84
5266;75;67;107;113;110;84
5267;75;67;107;113;110;84
5268;75;67;107;113;110;84
5269;75;67;107;113;110;84
5270;75;67;107;113;110;84
5271;75;67;107;113;110;84
5272;75;67;107;113;110;84
5273;75;67;107;113;110;84
5274;75;67;107;113;110;84
5275;75;67;107;113;110;84
5276;75;67;107;113;110;84
5277;75;67;107;113;110;84
5278;75;67;107;113;110;84
5279;75;67;107;113;110;84
5280;75;67;107;113;110;84
5281;75;67;107;113;110;84
5282;75;67;107;113;110;84
5283;75;67;107;113;110;84
5284;75;67;107;113;110;84
5285;75;67;107;113;110;84
5286;75;67;107;113;110;84
5287;75;67;107;113;110;84
5288;75;67;107;113;110;84
5289;75;67;107;113;110;84
5290;75;67;107;113;110;84
5291;75;67;107;113;110;84
5292;75;67;107;113;110;84
5293;75;67;107;113;110;84
5294;75;67;107;113;110;84
5295;75;67;107;113;110;84
5296;75;67;107;113;110;84
5297;75;67;107;113;110;84
5298;75;67;107;113;110;84
5299;75;67;107;113;110;84
5300;75;67;107;113;110;84
5301;75;67;107;113;110;84
5302;75;67;107;113;110;84
5303;75;67;107;113;110;84
5304;75;67;107;113;110;84
5305;75;67;107;113;110;84
5306;75;67;107;113;110;84
5307;75;67;107;113;110;84
5308;75;67;107;113;110;84
5309;75;67;107;113;110;84
