hour_of_year;2015;2016;2017;2018;2019;2020
5310;75;67;107;113;110;84
5311;75;67;107;113;110;84
5312;75;67;107;113;110;84
5313;75;67;107;113;110;84
5314;75;67;107;113;110;84
5315;75;67;107;113;110;84
5316;75;67;107;113;110;84
5317;75;67;107;113;110;84
5318;75;67;107;113;110;84
5319;75;67;107;113;110;84
5320;75;67;107;113;110;84
5321;75;67;107;113;110;84
5322;75;67;107;113;110;84
5323;75;67;107;113;110;84
5324;75;67;107;113;110;84
5325;75;67;107;113;110;84
5326;75;67;107;113;110;84
5327;75;67;107;113;110;84
5328;75;67;107;113;110;84
5329;75;67;107;113;110;84
5330;75;67;107;113;110;84
5331;75;67;107;113;110;84
5332;75;67;107;113;110;84
5333;75;67;107;113;110;84
5334;75;67;107;113;110;84
5335;75;67;107;113;110;84
5336;75;67;107;113;110;84
5337;75;67;107;113;110;84
5338;75;67;107;113;110;84
5339;75;67;107;113;110;84
5340;75;67;107;113;110;84
5341;75;67;107;113;110;84
5342;75;67;107;113;110;84
5343;75;67;107;113;110;84
5344;75;67;107;113;110;84
5345;75;67;107;113;110;84
5346;75;67;107;113;110;84
5347;75;67;107;113;110;84
5348;75;67;107;113;110;84
5349;75;67;107;113;110;84
5350;75;67;107;113;110;84
5351;75;67;107;113;110;84
5352;75;67;107;113;110;84
5353;75;67;107;113;110;84
5354;75;67;107;113;110;84
5355;75;67;107;113;110;84
5356;75;67;107;113;110;84
5357;75;67;107;113;110;84
5358;75;67;107;113;110;84
5359;75;67;107;113;110;84
5360;75;67;107;113;110;84
5361;75;67;107;113;110;84
5362;75;67;107;113;110;84
5363;75;67;107;113;110;84
5364;75;67;107;113;110;84
5365;75;67;107;113;110;84
5366;75;67;107;113;110;84
5367;75;67;107;113;110;84
5368;75;67;107;113;110;84
5369;75;67;107;113;110;84
5370;75;67;107;113;110;84
5371;75;67;107;113;110;84
5372;75;67;107;113;110;84
5373;75;67;107;113;110;84
5374;75;67;107;113;110;84
5375;75;67;107;113;110;84
5376;75;67;107;113;110;84
5377;75;67;107;113;110;84
5378;75;67;107;113;110;84
5379;75;67;107;113;110;84
5380;75;67;107;113;110;84
5381;75;67;107;113;110;84
5382;75;67;107;113;110;84
5383;75;67;107;113;110;84
5384;75;67;107;113;110;84
5385;75;67;107;113;110;84
5386;75;67;107;113;110;84
5387;75;67;107;113;110;84
5388;75;67;107;113;110;84
5389;75;67;107;113;110;84
5390;75;67;107;113;110;84
5391;75;67;107;113;110;84
5392;75;67;107;113;110;84
5393;75;67;107;113;110;84
5394;75;67;107;113;110;84
5395;75;67;107;113;110;84
5396;75;67;107;113;110;84
5397;75;67;107;113;110;84
5398;75;67;107;113;110;84
5399;75;67;107;113;110;84
5400;75;67;107;113;110;84
5401;75;67;107;113;110;84
5402;75;67;107;113;110;84
5403;75;67;107;113;110;84
5404;75;67;107;113;110;84
5405;75;67;107;113;110;84
5406;75;67;107;113;110;84
5407;75;67;107;113;110;84
5408;75;67;107;113;110;84
5409;75;67;107;113;110;84
5410;75;67;107;113;110;84
5411;75;67;107;113;110;84
5412;75;67;107;113;110;84
5413;75;67;107;113;110;84
5414;75;67;107;113;110;84
5415;75;67;107;113;110;84
5416;75;67;107;113;110;84
5417;75;67;107;113;110;84
5418;75;67;107;113;110;84
5419;75;67;107;113;110;84
5420;75;67;107;113;110;84
5421;75;67;107;113;110;84
5422;75;67;107;113;110;84
5423;75;67;107;113;110;84
5424;75;67;107;113;110;84
5425;75;67;107;113;110;84
5426;75;67;107;113;110;84
5427;75;67;107;113;110;84
5428;75;67;107;113;110;84
5429;75;67;107;113;110;84
5430;75;67;107;113;110;84
5431;75;67;107;113;110;84
5432;75;67;107;113;110;84
5433;75;67;107;113;110;84
5434;75;67;107;113;110;84
5435;75;67;107;113;110;84
5436;75;67;107;113;110;84
5437;75;67;107;113;110;84
5438;75;67;107;113;110;84
5439;75;67;107;113;110;84
5440;75;67;107;113;110;84
5441;75;67;107;113;110;84
5442;75;67;107;113;110;84
5443;75;67;107;113;110;84
5444;75;67;107;113;110;84
5445;75;67;107;113;110;84
5446;75;67;107;113;110;84
5447;75;67;107;113;110;84
5448;75;67;107;113;110;84
5449;75;67;107;113;110;84
5450;75;67;107;113;110;84
5451;75;67;107;113;110;84
5452;75;67;107;113;110;84
5453;75;67;107;113;110;84
5454;75;67;107;113;110;84
5455;75;67;107;113;110;84
5456;75;67;107;113;110;84
5457;75;67;107;113;110;84
5458;75;67;107;113;110;84
5459;75;67;107;113;110;84
5460;75;67;107;113;110;84
5461;75;67;107;113;110;84
5462;75;67;107;113;110;84
5463;75;67;107;113;110;84
5464;75;67;107;113;110;84
5465;75;67;107;113;110;84
5466;75;67;107;113;110;84
5467;75;67;107;113;110;84
5468;75;67;107;113;110;84
5469;75;67;107;113;110;84
5470;75;67;107;113;110;84
5471;75;67;107;113;110;84
5472;75;67;107;113;110;84
5473;75;67;107;113;110;84
5474;75;67;107;113;110;84
5475;75;67;107;113;110;84
5476;75;67;107;113;110;84
5477;75;67;107;113;110;84
5478;75;67;107;113;110;84
5479;75;67;107;113;110;84
5480;75;67;107;113;110;84
5481;75;67;107;113;110;84
5482;75;67;107;113;110;84
5483;75;67;107;113;110;84
5484;75;67;107;113;110;84
5485;75;67;107;113;110;84
5486;75;67;107;113;110;84
5487;75;67;107;113;110;84
5488;75;67;107;113;110;84
5489;75;67;107;113;110;84
5490;75;67;107;113;110;84
5491;75;67;107;113;110;84
5492;75;67;107;113;110;84
5493;75;67;107;113;110;84
5494;75;67;107;113;110;84
5495;75;67;107;113;110;84
5496;75;67;107;113;110;84
5497;75;67;107;113;110;84
5498;75;67;107;113;110;84
5499;75;67;107;113;110;84
5500;75;67;107;113;110;84
5501;75;67;107;113;110;84
5502;75;67;107;113;110;84
5503;75;67;107;113;110;84
5504;75;67;107;113;110;84
5505;75;67;107;113;110;84
5506;75;67;107;113;110;84
5507;75;67;107;113;110;84
5508;75;67;107;113;110;84
5509;75;67;107;113;110;84
5510;75;67;107;113;110;84
5511;75;67;107;113;110;84
5512;75;67;107;113;110;84
5513;75;67;107;113;110;84
5514;75;67;107;113;110;84
5515;75;67;107;113;110;84
5516;75;67;107;113;110;84
5517;75;67;107;113;110;84
5518;75;67;107;113;110;84
5519;75;67;107;113;110;84
5520;75;67;107;113;110;84
5521;75;67;107;113;110;84
5522;75;67;107;113;110;84
5523;75;67;107;113;110;84
5524;75;67;107;113;110;84
5525;75;67;107;113;110;84
5526;75;67;107;113;110;84
5527;75;67;107;113;110;84
5528;75;67;107;113;110;84
5529;75;67;107;113;110;84
5530;75;67;107;113;110;84
5531;75;67;107;113;110;84
5532;75;67;107;113;110;84
5533;75;67;107;113;110;84
5534;75;67;107;113;110;84
5535;75;67;107;113;110;84
5536;75;67;107;113;110;84
5537;75;67;107;113;110;84
5538;75;67;107;113;110;84
5539;75;67;107;113;110;84
5540;75;67;107;113;110;84
5541;75;67;107;113;110;84
5542;75;67;107;113;110;84
5543;75;67;107;113;110;84
5544;75;67;107;113;110;84
5545;75;67;107;113;110;84
5546;75;67;107;113;110;84
5547;75;67;107;113;110;84
5548;75;67;107;113;110;84
5549;75;67;107;113;110;84
5550;75;67;107;113;110;84
5551;75;67;107;113;110;84
5552;75;67;107;113;110;84
5553;75;67;107;113;110;84
5554;75;67;107;113;110;84
5555;75;67;107;113;110;84
5556;75;67;107;113;110;84
5557;75;67;107;113;110;84
5558;75;67;107;113;110;84
5559;75;67;107;113;110;84
5560;75;67;107;113;110;84
5561;75;67;107;113;110;84
5562;75;67;107;113;110;84
5563;75;67;107;113;110;84
5564;75;67;107;113;110;84
5565;75;67;107;113;110;84
5566;75;67;107;113;110;84
5567;75;67;107;113;110;84
5568;75;67;107;113;110;84
5569;75;67;107;113;110;84
5570;75;67;107;113;110;84
5571;75;67;107;113;110;84
5572;75;67;107;113;110;84
5573;75;67;107;113;110;84
5574;75;67;107;113;110;84
5575;75;67;107;113;110;84
5576;75;67;107;113;110;84
5577;75;67;107;113;110;84
5578;75;67;107;113;110;84
5579;75;67;107;113;110;84
5580;75;67;107;113;110;84
5581;75;67;107;113;110;84
5582;75;67;107;113;110;84
5583;75;67;107;113;110;84
5584;75;67;107;113;110;84
5585;75;67;107;113;110;84
5586;75;67;107;113;110;84
5587;75;67;107;113;110;84
5588;75;67;107;113;110;84
5589;75;67;107;113;110;84
5590;75;67;107;113;110;84
5591;75;67;107;113;110;84
5592;75;67;107;113;110;84
5593;75;67;107;113;110;84
5594;75;67;107;113;110;84
5595;75;67;107;113;110;84
5596;75;67;107;113;110;84
5597;75;67;107;113;110;84
5598;75;67;107;113;110;84
5599;75;67;107;113;110;84
5600;75;67;107;113;110;84
5601;75;67;107;113;110;84
5602;75;67;107;113;110;84
5603;75;67;107;113;110;84
5604;75;67;107;113;110;84
5605;75;67;107;113;110;84
5606;75;67;107;113;110;84
5607;75;67;107;113;110;84
5608;75;67;107;113;110;84
5609;75;67;107;113;110;84
5610;75;67;107;113;110;84
5611;75;67;107;113;110;84
5612;75;67;107;113;110;84
5613;75;67;107;113;110;84
5614;75;67;107;113;110;84
5615;75;67;107;113;110;84
5616;75;67;107;113;110;84
5617;75;67;107;113;110;84
5618;75;67;107;113;110;84
5619;75;67;107;113;110;84
5620;75;67;107;113;110;84
5621;75;67;107;113;110;84
5622;75;67;107;113;110;84
5623;75;67;107;113;110;84
5624;75;67;107;113;110;84
5625;75;67;107;113;110;84
5626;75;67;107;113;110;84
5627;75;67;107;113;110;84
5628;75;67;107;113;110;84
5629;75;67;107;113;110;84
5630;75;67;107;113;110;84
5631;75;67;107;113;110;84
5632;75;67;107;113;110;84
5633;75;67;107;113;110;84
5634;75;67;107;113;110;84
5635;75;67;107;113;110;84
5636;75;67;107;113;110;84
5637;75;67;107;113;110;84
5638;75;67;107;113;110;84
5639;75;67;107;113;110;84
5640;75;67;107;113;110;84
5641;75;67;107;113;110;84
5642;75;67;107;113;110;84
5643;75;67;107;113;110;84
5644;75;67;107;113;110;84
5645;75;67;107;113;110;84
5646;75;67;107;113;110;84
5647;75;67;107;113;110;84
5648;75;67;107;113;110;84
5649;75;67;107;113;110;84
5650;75;67;107;113;110;84
5651;75;67;107;113;110;84
5652;75;67;107;113;110;84
5653;75;67;107;113;110;84
5654;75;67;107;113;110;84
5655;75;67;107;113;110;84
5656;75;67;107;113;110;84
5657;75;67;107;113;110;84
5658;75;67;107;113;110;84
5659;75;67;107;113;110;84
5660;75;67;107;113;110;84
5661;75;67;107;113;110;84
5662;75;67;107;113;110;84
5663;75;67;107;113;110;84
5664;75;67;107;113;110;84
5665;75;67;107;113;110;84
5666;75;67;107;113;110;84
5667;75;67;107;113;110;84
5668;75;67;107;113;110;84
5669;75;67;107;113;110;84
5670;75;67;107;113;110;84
5671;75;67;107;113;110;84
5672;75;67;107;113;110;84
5673;75;67;107;113;110;84
5674;75;67;107;113;110;84
5675;75;67;107;113;110;84
5676;75;67;107;113;110;84
5677;75;67;107;113;110;84
5678;75;67;107;113;110;84
5679;75;67;107;113;110;84
5680;75;67;107;113;110;84
5681;75;67;107;113;110;84
5682;75;67;107;113;110;84
5683;75;67;107;113;110;84
5684;75;67;107;113;110;84
5685;75;67;107;113;110;84
5686;75;67;107;113;110;84
5687;75;67;107;113;110;84
5688;75;67;107;113;110;84
5689;75;67;107;113;110;84
5690;75;67;107;113;110;84
5691;75;67;107;113;110;84
5692;75;67;107;113;110;84
5693;75;67;107;113;110;84
5694;75;67;107;113;110;84
5695;75;67;107;113;110;84
5696;75;67;107;113;110;84
5697;75;67;107;113;110;84
5698;75;67;107;113;110;84
5699;75;67;107;113;110;84
5700;75;67;107;113;110;84
5701;75;67;107;113;110;84
5702;75;67;107;113;110;84
5703;75;67;107;113;110;84
5704;75;67;107;113;110;84
5705;75;67;107;113;110;84
5706;75;67;107;113;110;84
5707;75;67;107;113;110;84
5708;75;67;107;113;110;84
5709;75;67;107;113;110;84
5710;75;67;107;113;110;84
5711;75;67;107;113;110;84
5712;75;67;107;113;110;84
5713;75;67;107;113;110;84
5714;75;67;107;113;110;84
5715;75;67;107;113;110;84
5716;75;67;107;113;110;84
5717;75;67;107;113;110;84
5718;75;67;107;113;110;84
5719;75;67;107;113;110;84
5720;75;67;107;113;110;84
5721;75;67;107;113;110;84
5722;75;67;107;113;110;84
5723;75;67;107;113;110;84
5724;75;67;107;113;110;84
5725;75;67;107;113;110;84
5726;75;67;107;113;110;84
5727;75;67;107;113;110;84
5728;75;67;107;113;110;84
5729;75;67;107;113;110;84
5730;75;67;107;113;110;84
5731;75;67;107;113;110;84
5732;75;67;107;113;110;84
5733;75;67;107;113;110;84
5734;75;67;107;113;110;84
5735;75;67;107;113;110;84
5736;75;67;107;113;110;84
5737;75;67;107;113;110;84
5738;75;67;107;113;110;84
5739;75;67;107;113;110;84
5740;75;67;107;113;110;84
5741;75;67;107;113;110;84
5742;75;67;107;113;110;84
5743;75;67;107;113;110;84
5744;75;67;107;113;110;84
5745;75;67;107;113;110;84
5746;75;67;107;113;110;84
5747;75;67;107;113;110;84
5748;75;67;107;113;110;84
5749;75;67;107;113;110;84
5750;75;67;107;113;110;84
5751;75;67;107;113;110;84
5752;75;67;107;113;110;84
5753;75;67;107;113;110;84
5754;75;67;107;113;110;84
5755;75;67;107;113;110;84
5756;75;67;107;113;110;84
5757;75;67;107;113;110;84
5758;75;67;107;113;110;84
5759;75;67;107;113;110;84
5760;75;67;107;113;110;84
5761;75;67;107;113;110;84
5762;75;67;107;113;110;84
5763;75;67;107;113;110;84
5764;75;67;107;113;110;84
5765;75;67;107;113;110;84
5766;75;67;107;113;110;84
5767;75;67;107;113;110;84
5768;75;67;107;113;110;84
5769;75;67;107;113;110;84
5770;75;67;107;113;110;84
5771;75;67;107;113;110;84
5772;75;67;107;113;110;84
5773;75;67;107;113;110;84
5774;75;67;107;113;110;84
5775;75;67;107;113;110;84
5776;75;67;107;113;110;84
5777;75;67;107;113;110;84
5778;75;67;107;113;110;84
5779;75;67;107;113;110;84
5780;75;67;107;113;110;84
5781;75;67;107;113;110;84
5782;75;67;107;113;110;84
5783;75;67;107;113;110;84
5784;75;67;107;113;110;84
5785;75;67;107;113;110;84
5786;75;67;107;113;110;84
5787;75;67;107;113;110;84
5788;75;67;107;113;110;84
5789;75;67;107;113;110;84
5790;75;67;107;113;110;84
5791;75;67;107;113;110;84
5792;75;67;107;113;110;84
5793;75;67;107;113;110;84
5794;75;67;107;113;110;84
5795;75;67;107;113;110;84
5796;75;67;107;113;110;84
5797;75;67;107;113;110;84
5798;75;67;107;113;110;84
5799;75;67;107;113;110;84
5800;75;67;107;113;110;84
5801;75;67;107;113;110;84
5802;75;67;107;113;110;84
5803;75;67;107;113;110;84
5804;75;67;107;113;110;84
5805;75;67;107;113;110;84
5806;75;67;107;113;110;84
5807;75;67;107;113;110;84
5808;75;67;107;113;108.6666667;84
5809;75;67;107;113;108.6666667;84
5810;75;67;107;113;108.6666667;84
5811;75;67;107;113;108.6666667;84
5812;75;67;107;113;108.6666667;84
5813;75;67;107;113;108.6666667;84
5814;75;67;107;113;108.6666667;84
5815;75;67;107;113;108.6666667;84
5816;75;67;107;113;108.6666667;84
5817;75;67;107;113;108.6666667;84
5818;75;67;107;113;108.6666667;84
5819;75;67;107;113;108.6666667;84
5820;75;67;107;113;108.6666667;84
5821;75;67;107;113;108.6666667;84
5822;75;67;107;113;108.6666667;84
5823;75;67;107;113;108.6666667;84
5824;75;67;107;113;108.6666667;84
5825;75;67;107;113;108.6666667;84
5826;75;67;107;113;108.6666667;84
5827;75;67;107;113;108.6666667;84
5828;75;67;107;113;108.6666667;84
5829;75;67;107;113;108.6666667;84
5830;75;67;107;113;108.6666667;84
5831;75;67;107;113;108.6666667;84
5832;71;67;105;112.6666667;107.3333333;84
5833;71;67;105;112.6666667;107.3333333;84
5834;71;67;105;112.6666667;107.3333333;84
5835;71;67;105;112.6666667;107.3333333;84
5836;71;67;105;112.6666667;107.3333333;84
5837;71;67;105;112.6666667;107.3333333;84
5838;71;67;105;112.6666667;107.3333333;84
5839;71;67;105;112.6666667;107.3333333;84
5840;71;67;105;112.6666667;107.3333333;84
5841;71;67;105;112.6666667;107.3333333;84
5842;71;67;105;112.6666667;107.3333333;84
5843;71;67;105;112.6666667;107.3333333;84
5844;71;67;105;112.6666667;107.3333333;84
5845;71;67;105;112.6666667;107.3333333;84
5846;71;67;105;112.6666667;107.3333333;84
5847;71;67;105;112.6666667;107.3333333;84
5848;71;67;105;112.6666667;107.3333333;84
5849;71;67;105;112.6666667;107.3333333;84
5850;71;67;105;112.6666667;107.3333333;84
5851;71;67;105;112.6666667;107.3333333;84
5852;71;67;105;112.6666667;107.3333333;84
5853;71;67;105;112.6666667;107.3333333;84
5854;71;67;105;112.6666667;107.3333333;84
5855;71;67;105;112.6666667;107.3333333;84
5856;71;67;105;112.3333333;106;76
5857;71;67;105;112.3333333;106;76
5858;71;67;105;112.3333333;106;76
5859;71;67;105;112.3333333;106;76
5860;71;67;105;112.3333333;106;76
5861;71;67;105;112.3333333;106;76
5862;71;67;105;112.3333333;106;76
5863;71;67;105;112.3333333;106;76
5864;71;67;105;112.3333333;106;76
5865;71;67;105;112.3333333;106;76
5866;71;67;105;112.3333333;106;76
5867;71;67;105;112.3333333;106;76
5868;71;67;105;112.3333333;106;76
5869;71;67;105;112.3333333;106;76
5870;71;67;105;112.3333333;106;76
5871;71;67;105;112.3333333;106;76
5872;71;67;105;112.3333333;106;76
5873;71;67;105;112.3333333;106;76
5874;71;67;105;112.3333333;106;76
5875;71;67;105;112.3333333;106;76
5876;71;67;105;112.3333333;106;76
5877;71;67;105;112.3333333;106;76
5878;71;67;105;112.3333333;106;76
5879;71;67;105;112.3333333;106;76
5880;71;67;105;112;106;76
5881;71;67;105;112;106;76
5882;71;67;105;112;106;76
5883;71;67;105;112;106;76
5884;71;67;105;112;106;76
5885;71;67;105;112;106;76
5886;71;67;105;112;106;76
5887;71;67;105;112;106;76
5888;71;67;105;112;106;76
5889;71;67;105;112;106;76
5890;71;67;105;112;106;76
5891;71;67;105;112;106;76
5892;71;67;105;112;106;76
5893;71;67;105;112;106;76
5894;71;67;105;112;106;76
5895;71;67;105;112;106;76
5896;71;67;105;112;106;76
5897;71;67;105;112;106;76
5898;71;67;105;112;106;76
5899;71;67;105;112;106;76
5900;71;67;105;112;106;76
5901;71;67;105;112;106;76
5902;71;67;105;112;106;76
5903;71;67;105;112;106;76
5904;71;67;105;112;106;76
5905;71;67;105;112;106;76
5906;71;67;105;112;106;76
5907;71;67;105;112;106;76
5908;71;67;105;112;106;76
5909;71;67;105;112;106;76
5910;71;67;105;112;106;76
5911;71;67;105;112;106;76
5912;71;67;105;112;106;76
5913;71;67;105;112;106;76
5914;71;67;105;112;106;76
5915;71;67;105;112;106;76
5916;71;67;105;112;106;76
5917;71;67;105;112;106;76
5918;71;67;105;112;106;76
5919;71;67;105;112;106;76
5920;71;67;105;112;106;76
5921;71;67;105;112;106;76
5922;71;67;105;112;106;76
5923;71;67;105;112;106;76
5924;71;67;105;112;106;76
5925;71;67;105;112;106;76
5926;71;67;105;112;106;76
5927;71;67;105;112;106;76
5928;71;67;105;112;106;76
5929;71;67;105;112;106;76
5930;71;67;105;112;106;76
5931;71;67;105;112;106;76
5932;71;67;105;112;106;76
5933;71;67;105;112;106;76
5934;71;67;105;112;106;76
5935;71;67;105;112;106;76
5936;71;67;105;112;106;76
5937;71;67;105;112;106;76
5938;71;67;105;112;106;76
5939;71;67;105;112;106;76
5940;71;67;105;112;106;76
5941;71;67;105;112;106;76
5942;71;67;105;112;106;76
5943;71;67;105;112;106;76
5944;71;67;105;112;106;76
5945;71;67;105;112;106;76
5946;71;67;105;112;106;76
5947;71;67;105;112;106;76
5948;71;67;105;112;106;76
5949;71;67;105;112;106;76
5950;71;67;105;112;106;76
5951;71;67;105;112;106;76
5952;71;67;105;112;106;76
5953;71;67;105;112;106;76
5954;71;67;105;112;106;76
5955;71;67;105;112;106;76
5956;71;67;105;112;106;76
5957;71;67;105;112;106;76
5958;71;67;105;112;106;76
5959;71;67;105;112;106;76
5960;71;67;105;112;106;76
5961;71;67;105;112;106;76
5962;71;67;105;112;106;76
5963;71;67;105;112;106;76
5964;71;67;105;112;106;76
5965;71;67;105;112;106;76
5966;71;67;105;112;106;76
5967;71;67;105;112;106;76
5968;71;67;105;112;106;76
5969;71;67;105;112;106;76
5970;71;67;105;112;106;76
5971;71;67;105;112;106;76
5972;71;67;105;112;106;76
5973;71;67;105;112;106;76
5974;71;67;105;112;106;76
5975;71;67;105;112;106;76
5976;71;67;105;112;106;76
5977;71;67;105;112;106;76
5978;71;67;105;112;106;76
5979;71;67;105;112;106;76
5980;71;67;105;112;106;76
5981;71;67;105;112;106;76
5982;71;67;105;112;106;76
5983;71;67;105;112;106;76
5984;71;67;105;112;106;76
5985;71;67;105;112;106;76
5986;71;67;105;112;106;76
5987;71;67;105;112;106;76
5988;71;67;105;112;106;76
5989;71;67;105;112;106;76
5990;71;67;105;112;106;76
5991;71;67;105;112;106;76
5992;71;67;105;112;106;76
5993;71;67;105;112;106;76
5994;71;67;105;112;106;76
5995;71;67;105;112;106;76
5996;71;67;105;112;106;76
5997;71;67;105;112;106;76
5998;71;67;105;112;106;76
5999;71;67;105;112;106;76
6000;71;67;105;112;106;76
6001;71;67;105;112;106;76
6002;71;67;105;112;106;76
6003;71;67;105;112;106;76
6004;71;67;105;112;106;76
6005;71;67;105;112;106;76
6006;71;67;105;112;106;76
6007;71;67;105;112;106;76
6008;71;67;105;112;106;76
6009;71;67;105;112;106;76
6010;71;67;105;112;106;76
